22,121,2,11,[2]
23,124,3,14,[2]
33,132,3,12,[3]
33,231,3,21,[3]
43,141,3,11,[4]
44,143,4,13,[4]
44,242,4,22,[4]
44,341,4,31,[4]
101,202,11,22,[0]
101,303,11,33,[0]
101,404,11,44,[0]
102,204,12,24,[0]
111,2104,11,204,[1]
111,3103,11,303,[1]
111,4102,11,402,[1]
112,2123,12,223,[1]
112,3131,12,331,[1]
112,4134,12,434,[1]
113,231,1,2,"[1, 3]"
113,1314,3,34,"[1, 1]"
113,1411,3,41,"[1, 1]"
113,2142,13,242,[1]
122,421,12,41,[2]
122,2313,2,33,"[1, 2]"
123,424,13,44,[2]
124,432,1,3,"[2, 4]"
131,312,1,2,"[1, 3]"
132,231,12,21,[3]
132,314,2,4,"[1, 3]"
132,1133,2,13,"[1, 3]"
132,2134,2,24,"[1, 3]"
132,3413,2,43,"[1, 3]"
134,1432,4,42,"[1, 3]"
142,3143,2,33,"[1, 4]"
143,242,13,22,[4]
143,341,13,31,[4]
144,343,14,33,[4]
144,1042,14,102,[4]
144,1241,14,121,[4]
201,402,21,42,[0]
201,1103,21,113,[0]
201,1304,21,134,[0]
202,303,22,33,[0]
202,404,22,44,[0]
212,1013,22,103,[1]
212,1314,22,134,[1]
213,431,2,4,"[1, 3]"
214,1202,14,102,[2]
221,1213,21,113,[2]
221,3202,21,302,[2]
222,1221,2,11,"[2, 2]"
222,1221,22,121,[2]
222,3214,22,314,[2]
222,4213,22,413,[2]
223,1224,3,14,"[2, 2]"
223,1224,23,124,[2]
223,2321,3,31,"[2, 2]"
223,3231,23,331,[2]
223,4232,23,432,[2]
224,1232,24,132,[2]
224,3243,24,343,[2]
231,1243,31,143,[2]
242,341,22,31,[4]
243,1041,23,101,[4]
244,1043,24,103,[4]
244,1342,24,132,[4]
244,2141,24,211,[4]
301,1102,31,112,[0]
301,1403,31,143,[0]
301,2204,31,224,[0]
302,1104,32,114,[0]
303,404,33,44,[0]
313,1131,3,11,"[1, 3]"
313,2312,3,22,"[1, 3]"
313,4311,3,41,"[1, 3]"
314,1133,4,13,"[1, 3]"
314,1241,3,12,"[1, 4]"
314,2134,4,24,"[1, 3]"
314,3413,4,43,"[1, 3]"
322,1303,22,103,[3]
322,2021,32,201,[2]
323,2024,33,204,[2]
333,1332,3,12,"[3, 3]"
333,1332,33,132,[3]
333,2331,3,21,"[3, 3]"
333,2331,33,231,[3]
333,4324,33,424,[3]
341,1344,41,144,[3]
341,2123,4,22,"[1, 3]"
343,1042,33,102,[4]
343,1241,33,121,[4]
344,1243,34,123,[4]
344,2142,34,212,[4]
344,3041,34,301,[4]
344,4334,3,33,"[4, 4]"
401,1302,41,132,[0]
401,2203,41,223,[0]
401,3104,41,314,[0]
402,1103,42,113,[0]
402,1304,42,134,[0]
413,1331,4,13,"[1, 3]"
422,2321,42,231,[2]
423,1401,23,101,[4]
423,2324,43,234,[2]
424,1403,24,103,[4]
431,1412,31,112,[4]
432,1414,32,114,[4]
432,2401,32,201,[4]
433,1421,33,121,[4]
433,2404,33,204,[4]
434,1423,34,123,[4]
434,2412,34,212,[4]
434,3401,34,301,[4]
441,1432,41,132,[4]
441,2423,41,223,[4]
441,3414,41,314,[4]
442,1434,42,134,[4]
442,2431,42,231,[4]
442,3423,42,323,[4]
442,4144,2,14,"[4, 4]"
443,1441,3,11,"[4, 4]"
443,1441,43,141,[4]
443,2434,43,234,[4]
443,3432,43,332,[4]
443,4244,3,24,"[4, 4]"
444,1443,4,13,"[4, 4]"
444,1443,44,143,[4]
444,2442,4,22,"[4, 4]"
444,2442,44,242,[4]
444,3441,4,31,"[4, 4]"
444,3441,44,341,[4]
1001,2002,11,22,"[0, 0]"
1001,2002,101,202,[0]
1001,3003,11,33,"[0, 0]"
1001,3003,101,303,[0]
1001,4004,11,44,"[0, 0]"
1001,4004,101,404,[0]
1002,2004,12,24,"[0, 0]"
1002,2004,102,204,[0]
1002,3011,102,311,[0]
1002,4013,102,413,[0]
1003,2011,103,211,[0]
1003,3014,103,314,[0]
1003,4022,103,422,[0]
1004,2013,104,213,[0]
1004,3022,104,322,[0]
1004,4031,104,431,[0]
1011,2022,111,222,[0]
1011,3033,111,333,[0]
1011,4044,111,444,[0]
1012,2024,112,224,[0]
1012,2213,102,223,[1]
1012,3041,112,341,[0]
1012,3414,102,344,[1]
1013,1314,103,134,[1]
1013,2031,1,2,"[0, 1, 3]"
1013,2031,113,231,[0]
1013,2031,10,20,"[1, 3]"
1013,3044,113,344,[0]
1014,2033,114,233,[0]
1021,2042,121,242,[0]
1022,2044,122,244,[0]
1022,3121,102,311,[2]
