112,8178,12,878,[1]
112,9186,12,986,[1]
112,a194,12,a94,[1]
113,1315,3,35,"[1, 1]"
113,2148,13,248,[1]
113,3165,13,365,[1]
113,4182,13,482,[1]
113,519a,13,59a,[1]
114,341,1,3,"[1, 4]"
114,141a,4,4a,"[1, 1]"
114,2167,14,267,[1]
114,3193,14,393,[1]
115,1713,5,73,"[1, 1]"
115,2186,15,286,[1]
116,1917,6,97,"[1, 1]"
116,1a11,6,a1,"[1, 1]"
116,21a5,16,2a5,[1]
119,591,1,5,"[1, 9]"
119,2951,1,25,"[1, 9]"
122,721,12,71,[2]
122,2319,2,39,"[1, 2]"
123,425,13,45,[2]
123,727,13,77,[2]
123,a29,13,a9,[2]
124,327,14,37,[2]
124,52a,14,5a,[2]
128,382,1,3,"[2, 8]"
132,231,12,21,[3]
137,273,1,2,"[3, 7]"
137,1938,7,98,"[1, 3]"
137,1a32,7,a2,"[1, 3]"
141,413,1,3,"[1, 4]"
142,416,2,6,"[1, 4]"
142,1147,2,17,"[1, 4]"
143,242,13,22,[4]
143,341,13,31,[4]
143,419,3,9,"[1, 4]"
143,1247,3,27,"[1, 4]"
143,4a17,3,a7,"[1, 4]"
144,842,14,82,[4]
145,848,15,88,[4]
146,1648,6,68,"[1, 4]"
146,1741,6,71,"[1, 4]"
148,864,1,6,"[4, 8]"
148,1a4a,8,aa,"[1, 4]"
152,517,2,7,"[1, 5]"
152,1156,2,16,"[1, 5]"
152,215a,2,2a,"[1, 5]"
154,253,14,23,[5]
154,352,14,32,[5]
154,451,14,41,[5]
154,1356,4,36,"[1, 5]"
155,454,15,44,[5]
155,753,15,73,[5]
155,a52,15,a2,[5]
155,1251,15,121,[5]
156,457,16,47,[5]
156,758,16,78,[5]
156,a59,16,a9,[5]
156,125a,16,12a,[5]
157,258,17,28,[5]
157,359,17,39,[5]
157,45a,17,4a,[5]
158,1959,8,99,"[1, 5]"
158,1a53,8,a3,"[1, 5]"
165,264,15,24,[6]
165,363,15,33,[6]
165,462,15,42,[6]
165,561,15,51,[6]
166,963,16,93,[6]
167,568,17,58,[6]
167,969,17,99,[6]
167,126a,17,12a,[6]
172,3179,2,39,"[1, 7]"
176,275,16,25,[7]
176,374,16,34,[7]
176,473,16,43,[7]
176,572,16,52,[7]
176,671,16,61,[7]
178,857,1,5,"[7, 8]"
179,197a,9,9a,"[1, 7]"
179,1a74,9,a4,"[1, 7]"
187,286,17,26,[8]
187,385,17,35,[8]
187,484,17,44,[8]
187,583,17,53,[8]
187,682,17,62,[8]
187,781,17,71,[8]
188,a84,18,a4,[8]
189,a8a,19,aa,[8]
191,915,1,5,"[1, 9]"
191,9512,1,52,"[1, 9]"
192,91a,2,a,"[1, 9]"
192,1193,2,13,"[1, 9]"
192,2194,2,24,"[1, 9]"
192,3195,2,35,"[1, 9]"
192,4196,2,46,"[1, 9]"
192,5197,2,57,"[1, 9]"
192,6198,2,68,"[1, 9]"
192,7199,2,79,"[1, 9]"
192,819a,2,8a,"[1, 9]"
192,9a19,2,a9,"[1, 9]"
193,119a,3,1a,"[1, 9]"
194,1298,4,28,"[1, 9]"
195,1397,5,37,"[1, 9]"
195,9515,1,51,"[5, 9]"
196,1497,6,47,"[1, 9]"
197,1598,7,58,"[1, 9]"
198,297,18,27,[9]
198,396,18,36,[9]
198,495,18,45,[9]
198,594,18,54,[9]
198,693,18,63,[9]
198,792,18,72,[9]
198,891,18,81,[9]
198,169a,8,6a,"[1, 9]"
198,1793,8,73,"[1, 9]"
19a,1a95,a,a5,"[1, 9]"
1a2,71a5,2,75,"[1, a]"
1a5,2a2,15,22,[a]
1a6,3a1,16,31,[a]
1a7,2a5,17,25,[a]
1a7,3a3,17,33,[a]
1a7,4a1,17,41,[a]
1a8,3a5,18,35,[a]
1a8,5a2,18,52,[a]
1a9,2a8,19,28,[a]
1a9,3a7,19,37,[a]
1a9,4a6,19,46,[a]
1a9,5a5,19,55,[a]
1a9,6a4,19,64,[a]
1a9,7a3,19,73,[a]
1a9,8a2,19,82,[a]
1a9,9a1,19,91,[a]
1aa,3a9,1a,39,[a]
1aa,5a8,1a,58,[a]
1aa,7a7,1a,77,[a]
1aa,9a6,1a,96,[a]
1aa,10a5,1a,105,[a]
1aa,12a4,1a,124,[a]
1aa,14a3,1a,143,[a]
1aa,16a2,1a,162,[a]
1aa,18a1,1a,181,[a]
201,402,21,42,[0]
201,603,21,63,[0]
201,804,21,84,[0]
201,a05,21,a5,[0]
201,1106,21,116,[0]
201,1307,21,137,[0]
201,1508,21,158,[0]
201,1709,21,179,[0]
201,190a,21,19a,[0]
202,303,22,33,[0]
202,404,22,44,[0]
202,505,22,55,[0]
202,606,22,66,[0]
202,707,22,77,[0]
202,808,22,88,[0]
202,909,22,99,[0]
202,a0a,22,aa,[0]
203,406,23,46,[0]
203,609,23,69,[0]
204,306,24,36,[0]
204,408,24,48,[0]
204,50a,24,5a,[0]
205,40a,25,4a,[0]
206,309,26,39,[0]
212,915,22,95,[1]
212,1518,22,158,[1]
214,641,2,6,"[1, 4]"
215,751,2,7,"[1, 5]"
219,a91,2,a,"[1, 9]"
21a,1205,1a,105,[2]
221,1216,21,116,[2]
221,3205,21,305,[2]
222,1221,2,11,"[2, 2]"
222,1221,22,121,[2]
222,321a,22,31a,[2]
222,4219,22,419,[2]
222,5218,22,518,[2]
222,6217,22,617,[2]
222,7216,22,716,[2]
222,8215,22,815,[2]
222,9214,22,914,[2]
222,a213,22,a13,[2]
223,1227,3,17,"[2, 2]"
223,1227,23,127,[2]
223,3234,23,334,[2]
223,4238,23,438,[2]
223,5241,23,541,[2]
223,6245,23,645,[2]
223,7249,23,749,[2]
223,8252,23,852,[2]
223,9256,23,956,[2]
223,a25a,23,a5a,[2]
224,1232,24,132,[2]
224,3249,24,349,[2]
224,4257,24,457,[2]
224,5265,24,565,[2]
224,6273,24,673,[2]
224,7281,24,781,[2]
224,828a,24,88a,[2]
224,9298,24,998,[2]
224,a2a6,24,aa6,[2]
225,1238,25,138,[2]
225,3263,25,363,[2]
225,4276,25,476,[2]
225,5289,25,589,[2]
225,62a1,25,6a1,[2]
226,1243,26,143,[2]
226,262a,6,6a,"[2, 2]"
226,3278,26,378,[2]
226,4295,26,495,[2]
227,1249,27,149,[2]
227,3292,27,392,[2]
228,682,2,6,"[2, 8]"
228,1254,28,154,[2]
228,32a7,28,3a7,[2]
229,125a,29,15a,[2]
22a,7a2,2,7,"[2, a]"
22a,1265,2a,165,[2]
231,1276,31,176,[2]
231,3124,1,14,"[2, 3]"
232,1281,32,181,[2]
233,1287,33,187,[2]
234,1292,34,192,[2]
234,3622,4,62,"[2, 3]"
235,327,5,7,"[2, 3]"
235,1298,35,198,[2]
235,2534,5,54,"[2, 3]"
235,372a,5,7a,"[2, 3]"
235,3821,5,81,"[2, 3]"
236,12a3,36,1a3,[2]
237,473,2,4,"[3, 7]"
237,12a9,37,1a9,[2]
237,2833,7,83,"[2, 3]"
242,341,22,31,[4]
244,843,24,83,[4]
244,1342,24,132,[4]
244,1941,24,191,[4]
245,646,25,66,[4]
245,a47,25,a7,[4]
245,1348,25,138,[4]
245,1749,25,179,[4]
245,204a,25,20a,[4]
246,548,26,58,[4]
246,84a,26,8a,[4]
253,352,23,32,[5]
253,451,23,41,[5]
253,325a,3,3a,"[2, 5]"
254,751,24,71,[5]
255,754,25,74,[5]
255,1153,25,113,[5]
255,1525,2,12,"[5, 5]"
255,1652,25,162,[5]
255,2051,25,201,[5]
256,757,26,77,[5]
256,1158,26,118,[5]
256,1659,26,169,[5]
256,205a,26,20a,[5]
257,75a,27,7a,[5]
258,359,28,39,[5]
258,45a,28,4a,[5]
25a,3a15,2,31,"[5, a]"
264,363,24,33,[6]
264,462,24,42,[6]
264,561,24,51,[6]
266,1463,26,143,[6]
267,1469,27,149,[6]
272,7527,2,57,"[2, 7]"
275,374,25,34,[7]
275,473,25,43,[7]
275,572,25,52,[7]
275,671,25,61,[7]
278,1079,28,109,[7]
278,197a,28,19a,[7]
281,823,1,3,"[2, 8]"
282,826,2,6,"[2, 8]"
282,1823,2,13,"[2, 8]"
283,829,3,9,"[2, 8]"
283,1284,3,14,"[2, 8]"
283,182a,3,1a,"[2, 8]"
283,2285,3,25,"[2, 8]"
283,3286,3,36,"[2, 8]"
283,4287,3,47,"[2, 8]"
283,5288,3,58,"[2, 8]"
283,6289,3,69,"[2, 8]"
283,728a,3,7a,"[2, 8]"
283,8927,3,97,"[2, 8]"
284,1289,4,19,"[2, 8]"
286,385,26,35,[8]
286,484,26,44,[8]
286,583,26,53,[8]
286,682,26,62,[8]
286,781,26,71,[8]
286,2585,6,55,"[2, 8]"
288,986,28,96,[8]
288,1584,28,154,[8]
288,2182,28,212,[8]
289,158a,29,15a,[8]
289,2983,9,93,"[2, 8]"
297,396,27,36,[9]
297,495,27,45,[9]
297,594,27,54,[9]
297,693,27,63,[9]
297,792,27,72,[9]
297,891,27,81,[9]
2a2,a27,2,7,"[2, a]"
2a3,42a4,3,44,"[2, a]"
2a3,82a5,3,85,"[2, a]"
2a4,12a8,4,18,"[2, a]"
2a5,3a3,25,33,[a]
2a5,4a1,25,41,[a]
2a6,5a1,26,51,[a]
2a7,5a3,27,53,[a]
2a8,3a7,28,37,[a]
2a8,4a6,28,46,[a]
2a8,5a5,28,55,[a]
2a8,6a4,28,64,[a]
2a8,7a3,28,73,[a]
2a8,8a2,28,82,[a]
2a8,9a1,28,91,[a]
2a9,5a7,29,57,[a]
2a9,8a5,29,85,[a]
2a9,10a3,29,103,[a]
2a9,13a1,29,131,[a]
2aa,5a9,2a,59,[a]
2aa,8a8,2a,88,[a]
2aa,10a7,2a,107,[a]
2aa,13a6,2a,136,[a]
2aa,16a5,2a,165,[a]
2aa,19a4,2a,194,[a]
2aa,21a3,2a,213,[a]
2aa,24a2,2a,242,[a]
2aa,27a1,2a,271,[a]
301,602,31,62,[0]
301,903,31,93,[0]
301,1104,31,114,[0]
301,1405,31,145,[0]
301,1706,31,176,[0]
301,1a07,31,1a7,[0]
301,2208,31,228,[0]
301,2509,31,259,[0]
301,280a,31,28a,[0]
302,604,32,64,[0]
302,906,32,96,[0]
302,1108,32,118,[0]
302,140a,32,14a,[0]
303,404,33,44,[0]
303,505,33,55,[0]
303,606,33,66,[0]
303,707,33,77,[0]
303,808,33,88,[0]
303,909,33,99,[0]
303,a0a,33,aa,[0]
304,608,34,68,[0]
305,60a,35,6a,[0]
306,408,36,48,[0]
306,50a,36,5a,[0]
314,941,3,9,"[1, 4]"
317,1271,3,12,"[1, 7]"
319,1491,3,14,"[1, 9]"
321,2037,1,07,"[2, 3]"
322,1821,32,181,[2]
323,724,33,74,[2]
323,1025,33,105,[2]
323,1426,33,146,[2]
323,1827,33,187,[2]
323,2128,33,218,[2]
323,2529,33,259,[2]
323,292a,33,29a,[2]
327,52a,37,5a,[2]
327,2534,7,54,"[2, 3]"
327,372a,7,7a,"[2, 3]"
327,3821,7,81,"[2, 3]"
328,982,3,9,"[2, 8]"
328,1309,28,109,[3]
328,3925,8,95,"[2, 3]"
329,2734,9,74,"[2, 3]"
332,6309,32,609,[3]
333,1332,3,12,"[3, 3]"
333,1332,33,132,[3]
333,2331,3,21,"[3, 3]"
333,2331,33,231,[3]
333,432a,33,42a,[3]
333,5329,33,529,[3]
333,6328,33,628,[3]
333,7327,33,727,[3]
333,8326,33,826,[3]
333,9325,33,925,[3]
333,a324,33,a24,[3]
334,6347,34,647,[3]
334,9353,34,953,[3]
335,6366,35,666,[3]
335,9381,35,981,[3]
336,1344,36,144,[3]
336,2352,36,252,[3]
336,3635,6,65,"[3, 3]"
336,4369,36,469,[3]
336,5377,36,577,[3]
336,6385,36,685,[3]
336,7393,36,793,[3]
336,83a1,36,8a1,[3]
336,93aa,36,9aa,[3]
337,673,3,6,"[3, 7]"
337,63a4,37,6a4,[3]
339,1356,39,156,[3]
339,2373,39,273,[3]
339,43a8,39,4a8,[3]
341,1368,41,168,[3]
341,2394,41,294,[3]
344,137a,44,17a,[3]
344,1942,34,192,[4]
345,1948,35,198,[4]
347,1391,47,191,[3]
34a,13a3,4a,1a3,[3]
352,451,32,41,[5]
354,a51,34,a1,[5]
355,a54,35,a4,[5]
355,1535,3,13,"[5, 5]"
355,1653,35,163,[5]
355,2252,35,222,[5]
355,2951,35,291,[5]
356,a57,36,a7,[5]
356,1658,36,168,[5]
356,2259,36,229,[5]
356,295a,36,29a,[5]
357,a5a,37,aa,[5]
359,45a,39,4a,[5]
363,462,33,42,[6]
363,561,33,51,[6]
365,1161,35,111,[6]
365,6936,5,96,"[3, 6]"
366,965,36,95,[6]
366,1464,36,144,[6]
366,1a63,36,1a3,[6]
366,2562,36,252,[6]
366,3061,36,301,[6]
367,1168,37,118,[6]
367,1a69,37,1a9,[6]
367,286a,37,28a,[6]
369,3926,3,32,"[6, 9]"
371,732,1,2,"[3, 7]"
372,734,2,4,"[3, 7]"
372,3178,2,18,"[3, 7]"
373,736,3,6,"[3, 7]"
373,1371,3,11,"[3, 7]"
373,1734,3,14,"[3, 7]"
373,2732,3,22,"[3, 7]"
374,473,34,43,[7]
374,572,34,52,[7]
374,671,34,61,[7]
374,738,4,8,"[3, 7]"
374,1375,4,15,"[3, 7]"
374,1739,4,19,"[3, 7]"
374,2376,4,26,"[3, 7]"
374,273a,4,2a,"[3, 7]"
374,3377,4,37,"[3, 7]"
374,4378,4,48,"[3, 7]"
374,5379,4,59,"[3, 7]"
374,637a,4,6a,"[3, 7]"
374,7835,4,85,"[3, 7]"
375,73a,5,a,"[3, 7]"
375,1379,5,19,"[3, 7]"
376,3578,6,58,"[3, 7]"
378,3872,8,82,"[3, 7]"
385,484,35,44,[8]
385,583,35,53,[8]
385,682,35,62,[8]
385,781,35,71,[8]
388,2084,38,204,[8]
389,208a,39,20a,[8]
393,3296,3,26,"[3, 9]"
393,9736,3,76,"[3, 9]"
394,7397,4,77,"[3, 9]"
396,495,36,45,[9]
396,594,36,54,[9]
396,693,36,63,[9]
396,792,36,72,[9]
396,891,36,81,[9]
397,3696,7,66,"[3, 9]"
399,1596,39,156,[9]
399,2793,39,273,[9]
3a3,4a1,33,41,[a]
3a5,5a2,35,52,[a]
3a6,7a1,36,71,[a]
3a7,4a6,37,46,[a]
3a7,5a5,37,55,[a]
3a7,6a4,37,64,[a]
3a7,7a3,37,73,[a]
3a7,8a2,37,82,[a]
3a7,9a1,37,91,[a]
3a8,7a5,38,75,[a]
3a8,10a2,38,102,[a]
3a9,5a8,39,58,[a]
3a9,7a7,39,77,[a]
3a9,9a6,39,96,[a]
3a9,10a5,39,105,[a]
3a9,12a4,39,124,[a]
3a9,14a3,39,143,[a]
3a9,16a2,39,162,[a]
3a9,18a1,39,181,[a]
3aa,7a9,3a,79,[a]
3aa,10a8,3a,108,[a]
3aa,14a7,3a,147,[a]
3aa,18a6,3a,186,[a]
3aa,21a5,3a,215,[a]
3aa,25a4,3a,254,[a]
3aa,29a3,3a,293,[a]
3aa,32a2,3a,322,[a]
3aa,36a1,3a,361,[a]
401,802,41,82,[0]
401,1103,41,113,[0]
401,1504,41,154,[0]
401,1905,41,195,[0]
401,2206,41,226,[0]
401,2607,41,267,[0]
401,2a08,41,2a8,[0]
401,3309,41,339,[0]
401,370a,41,37a,[0]
402,603,42,63,[0]
402,804,42,84,[0]
402,a05,42,a5,[0]
402,1106,42,116,[0]
402,1307,42,137,[0]
402,1508,42,158,[0]
402,1709,42,179,[0]
402,190a,42,19a,[0]
403,806,43,86,[0]
403,1109,43,119,[0]
404,505,44,55,[0]
404,606,44,66,[0]
404,707,44,77,[0]
404,808,44,88,[0]
404,909,44,99,[0]
404,a0a,44,aa,[0]
405,80a,45,8a,[0]
406,609,46,69,[0]
408,50a,48,5a,[0]
414,1141,4,11,"[1, 4]"
414,3413,4,33,"[1, 4]"
414,6412,4,62,"[1, 4]"
414,9411,4,91,"[1, 4]"
415,1144,5,14,"[1, 4]"
415,1351,4,13,"[1, 5]"
415,6531,4,63,"[1, 5]"
416,1147,6,17,"[1, 4]"
417,114a,7,1a,"[1, 4]"
419,1247,9,27,"[1, 4]"
419,1991,4,19,"[1, 9]"
419,4a17,9,a7,"[1, 4]"
41a,7a71,4,77,"[1, a]"
422,2321,42,231,[2]
423,2327,43,237,[2]
424,1027,44,107,[2]
424,172a,44,17a,[2]
425,727,45,77,[2]
425,a29,45,a9,[2]
426,2343,6,33,"[2, 4]"
427,2349,7,39,"[2, 4]"
428,1182,4,11,"[2, 8]"
42a,13a2,4,13,"[2, a]"
433,1405,33,105,[4]
435,1411,35,111,[4]
437,873,4,8,"[3, 7]"
437,1418,37,118,[4]
438,2404,38,204,[4]
439,1424,39,124,[4]
439,240a,39,20a,[4]
43a,2415,3a,215,[4]
441,2426,41,226,[4]
442,1437,42,137,[4]
442,2431,42,231,[4]
442,3426,42,326,[4]
442,5415,42,515,[4]
442,640a,42,60a,[4]
442,7404,42,704,[4]
443,2437,43,237,[4]
443,6424,43,624,[4]
443,8418,43,818,[4]
443,a411,43,a11,[4]
444,1443,4,13,"[4, 4]"
444,1443,44,143,[4]
444,2442,4,22,"[4, 4]"
444,2442,44,242,[4]
444,3441,4,31,"[4, 4]"
444,3441,44,341,[4]
444,543a,44,53a,[4]
444,6439,44,639,[4]
444,7438,44,738,[4]
444,8437,44,837,[4]
444,9436,44,936,[4]
444,a435,44,a35,[4]
445,2448,5,28,"[4, 4]"
445,2448,45,248,[4]
445,6453,45,653,[4]
445,8456,45,856,[4]
445,a459,45,a59,[4]
446,144a,6,1a,"[4, 4]"
446,144a,46,14a,[4]
446,2453,46,253,[4]
446,3457,46,357,[4]
446,5464,46,564,[4]
446,6468,46,668,[4]
446,7471,46,771,[4]
446,8475,46,875,[4]
446,9479,46,979,[4]
446,a482,46,a82,[4]
447,2459,47,259,[4]
447,6482,47,682,[4]
447,8494,47,894,[4]
447,a4a6,47,aa6,[4]
448,1456,48,156,[4]
448,2464,48,264,[4]
448,3472,48,372,[4]
448,5489,48,589,[4]
448,6497,48,697,[4]
448,74a5,48,7a5,[4]
449,246a,49,26a,[4]
44a,1462,4a,162,[4]
44a,2475,4a,275,[4]
44a,3488,4a,388,[4]
451,1469,51,169,[4]
451,2486,51,286,[4]
451,34a3,51,3a3,[4]
452,2491,52,291,[4]
453,1475,53,175,[4]
453,2497,53,297,[4]
454,753,44,73,[5]
454,a52,44,a2,[5]
454,1251,44,121,[5]
454,24a2,54,2a2,[4]
455,1254,45,124,[5]
455,1481,55,181,[4]
455,2053,45,203,[5]
455,24a8,55,2a8,[4]
455,2952,45,292,[5]
455,3751,45,371,[5]
456,1257,46,127,[5]
456,2058,46,208,[5]
456,2959,46,299,[5]
456,375a,46,37a,[5]
457,758,47,78,[5]
457,a59,47,a9,[5]
457,125a,47,12a,[5]
457,1488,57,188,[4]
459,1494,59,194,[4]
462,561,42,51,[6]
462,14a7,62,1a7,[4]
462,4169,2,19,"[4, 6]"
462,6248,2,28,"[4, 6]"
465,647,5,7,"[4, 6]"
465,1466,5,16,"[4, 6]"
465,1648,5,18,"[4, 6]"
465,2467,5,27,"[4, 6]"
465,2649,5,29,"[4, 6]"
465,3468,5,38,"[4, 6]"
465,364a,5,3a,"[4, 6]"
465,4469,5,49,"[4, 6]"
465,546a,5,5a,"[4, 6]"
465,6743,5,73,"[4, 6]"
466,2563,46,253,[6]
467,2569,47,259,[6]
46a,4a68,a,a8,"[4, 6]"
473,572,43,52,[7]
473,671,43,61,[7]
484,583,44,53,[8]
484,682,44,62,[8]
484,781,44,71,[8]
487,1184,47,114,[8]
487,1981,47,191,[8]
488,a87,48,a7,[8]
488,1586,48,156,[8]
488,2085,48,205,[8]
488,2684,48,264,[8]
488,3183,48,313,[8]
488,3782,48,372,[8]
488,4281,48,421,[8]
489,268a,49,26a,[8]
491,2941,4,24,"[1, 9]"
495,594,45,54,[9]
495,693,45,63,[9]
495,792,45,72,[9]
495,891,45,81,[9]
495,5459,4,45,"[5, 9]"
497,2729,4,22,"[7, 9]"
4a3,1a42,3,12,"[4, a]"
4a5,94a6,5,96,"[4, a]"
4a6,5a5,46,55,[a]
4a6,6a4,46,64,[a]
4a6,7a3,46,73,[a]
4a6,8a2,46,82,[a]
4a6,9a1,46,91,[a]
4a6,163a,4,13,"[6, a]"
4a7,9a3,47,93,[a]
4a8,9a5,48,95,[a]
4a8,13a2,48,132,[a]
4a9,9a7,49,97,[a]
4a9,13a5,49,135,[a]
4a9,18a3,49,183,[a]
4a9,22a1,49,221,[a]
4aa,9a9,4a,99,[a]
4aa,13a8,4a,138,[a]
4aa,18a7,4a,187,[a]
4aa,22a6,4a,226,[a]
4aa,27a5,4a,275,[a]
4aa,2a4a,4,24,"[a, a]"
4aa,31a4,4a,314,[a]
4aa,36a3,4a,363,[a]
4aa,40a2,4a,402,[a]
4aa,45a1,4a,451,[a]
501,a02,51,a2,[0]
501,1403,51,143,[0]
501,1904,51,194,[0]
501,2305,51,235,[0]
501,2806,51,286,[0]
501,3207,51,327,[0]
501,3708,51,378,[0]
501,4109,51,419,[0]
501,460a,51,46a,[0]
502,a04,52,a4,[0]
502,1406,52,146,[0]
502,1908,52,198,[0]
502,230a,52,23a,[0]
503,a06,53,a6,[0]
503,1409,53,149,[0]
504,a08,54,a8,[0]
505,606,55,66,[0]
505,707,55,77,[0]
505,808,55,88,[0]
505,909,55,99,[0]
505,a0a,55,aa,[0]
512,2015,52,205,[1]
512,3618,52,368,[1]
514,1059,4,09,"[1, 5]"
514,1441,5,14,"[1, 4]"
515,7513,5,73,"[1, 5]"
517,1156,7,16,"[1, 5]"
517,215a,7,2a,"[1, 5]"
518,581a,8,8a,"[1, 5]"
519,2391,5,23,"[1, 9]"
522,2921,52,291,[2]
523,732,5,7,"[2, 3]"
523,1725,53,175,[2]
523,2927,53,297,[2]
523,4029,53,409,[2]
528,1482,5,14,"[2, 8]"
537,a73,5,a,"[3, 7]"
538,1502,38,102,[5]
539,1505,39,105,[5]
53a,1508,3a,108,[5]
541,1513,41,113,[5]
542,1516,42,116,[5]
543,1519,43,119,[5]
544,1521,44,121,[5]
544,2a42,54,2a2,[4]
545,1346,55,136,[4]
545,1524,45,124,[5]
545,2147,55,217,[4]
545,2503,45,203,[5]
545,2a48,55,2a8,[4]
545,3849,55,389,[4]
545,464a,55,46a,[4]
546,764,5,7,"[4, 6]"
546,1527,46,127,[5]
546,2508,46,208,[5]
547,152a,47,12a,[5]
547,2512,47,212,[5]
548,84a,58,8a,[4]
548,1532,48,132,[5]
548,2517,48,217,[5]
548,3501,48,301,[5]
549,1535,49,135,[5]
549,2521,49,221,[5]
549,3508,49,308,[5]
54a,1538,4a,138,[5]
54a,2526,4a,226,[5]
54a,3514,4a,314,[5]
54a,4502,4a,402,[5]
551,1543,51,143,[5]
551,2535,51,235,[5]
551,3527,51,327,[5]
551,4519,51,419,[5]
551,6502,51,602,[5]
552,1546,52,146,[5]
552,253a,52,23a,[5]
552,3533,52,333,[5]
552,4527,52,427,[5]
552,6514,52,614,[5]
552,7508,52,708,[5]
552,8501,52,801,[5]
553,1549,53,149,[5]
553,2544,53,244,[5]
553,353a,53,33a,[5]
553,4535,53,435,[5]
553,6526,53,626,[5]
553,7521,53,721,[5]
553,8517,53,817,[5]
553,9512,53,912,[5]
553,a508,53,a08,[5]
554,1551,4,11,"[5, 5]"
554,1551,54,151,[5]
554,2549,54,249,[5]
554,3546,54,346,[5]
554,4543,54,443,[5]
554,6538,54,638,[5]
554,7535,54,735,[5]
554,8532,54,832,[5]
554,952a,54,92a,[5]
554,a527,54,a27,[5]
555,1554,5,14,"[5, 5]"
555,1554,55,154,[5]
555,2553,5,23,"[5, 5]"
555,2553,55,253,[5]
555,3552,5,32,"[5, 5]"
555,3552,55,352,[5]
555,4551,5,41,"[5, 5]"
555,4551,55,451,[5]
555,654a,55,64a,[5]
555,7549,55,749,[5]
555,8548,55,848,[5]
555,9547,55,947,[5]
555,a546,55,a46,[5]
556,1557,6,17,"[5, 5]"
556,1557,56,157,[5]
556,2558,6,28,"[5, 5]"
556,2558,56,258,[5]
556,3559,6,39,"[5, 5]"
556,3559,56,359,[5]
556,455a,6,4a,"[5, 5]"
556,455a,56,45a,[5]
556,5651,6,61,"[5, 5]"
556,6561,56,661,[5]
556,7562,56,762,[5]
556,8563,56,863,[5]
556,9564,56,964,[5]
556,a565,56,a65,[5]
557,155a,7,1a,"[5, 5]"
557,155a,57,15a,[5]
557,2562,57,262,[5]
557,3565,57,365,[5]
557,4568,57,468,[5]
557,6573,57,673,[5]
557,7576,57,776,[5]
557,8579,57,879,[5]
557,9581,57,981,[5]
557,a584,57,a84,[5]
558,1562,58,162,[5]
558,2567,58,267,[5]
558,3571,58,371,[5]
558,4576,58,476,[5]
558,5854,8,84,"[5, 5]"
558,6585,58,685,[5]
558,758a,58,78a,[5]
558,8594,58,894,[5]
558,9599,58,999,[5]
558,a5a3,58,aa3,[5]
559,1565,59,165,[5]
559,2571,59,271,[5]
559,3578,59,378,[5]
559,4584,59,484,[5]
559,5956,9,96,"[5, 5]"
559,6597,59,697,[5]
559,75a3,59,7a3,[5]
559,85aa,59,8aa,[5]
55a,1568,5a,168,[5]
55a,2576,5a,276,[5]
55a,3584,5a,384,[5]
55a,4592,5a,492,[5]
