14,43,1,3,[4]
22,121,2,11,[2]
23,126,3,16,[2]
28,86,2,6,[8]
28,183,2,13,[8]
33,132,3,12,[3]
33,231,3,21,[3]
34,1356,4,156,[3]
34,2373,4,273,[3]
44,143,4,13,[4]
44,242,4,22,[4]
44,341,4,31,[4]
45,146,5,16,[4]
45,247,5,27,[4]
45,348,5,38,[4]
55,154,5,14,[5]
55,253,5,23,[5]
55,352,5,32,[5]
55,451,5,41,[5]
58,186,5,16,[8]
58,383,5,33,[8]
64,1603,4,103,[6]
65,1626,5,126,[6]
65,2603,5,203,[6]
66,165,6,15,[6]
66,264,6,24,[6]
66,363,6,33,[6]
66,462,6,42,[6]
66,561,6,51,[6]
67,368,7,38,[6]
67,1673,7,173,[6]
67,2676,7,276,[6]
67,4683,7,483,[6]
67,5686,7,586,[6]
74,243,7,23,[4]
77,176,7,16,[7]
77,275,7,25,[7]
77,374,7,34,[7]
77,473,7,43,[7]
77,572,7,52,[7]
77,671,7,61,[7]
85,181,5,11,[8]
86,183,6,13,[8]
87,185,7,15,[8]
87,283,7,23,[8]
87,381,7,31,[8]
88,187,8,17,[8]
88,286,8,26,[8]
88,385,8,35,[8]
88,484,8,44,[8]
88,583,8,53,[8]
88,682,8,62,[8]
88,781,8,71,[8]
101,202,11,22,[0]
101,303,11,33,[0]
101,404,11,44,[0]
101,505,11,55,[0]
101,606,11,66,[0]
101,707,11,77,[0]
101,808,11,88,[0]
102,204,12,24,[0]
102,306,12,36,[0]
102,408,12,48,[0]
103,206,13,26,[0]
103,1308,3,38,"[0, 1]"
104,208,14,28,[0]
104,2403,1,23,"[0, 4]"
111,2108,11,208,[1]
111,3107,11,307,[1]
111,4106,11,406,[1]
111,5105,11,505,[1]
111,6104,11,604,[1]
111,7103,11,703,[1]
111,8102,11,802,[1]
112,2127,12,227,[1]
112,3135,12,335,[1]
112,4143,12,443,[1]
112,5151,12,551,[1]
112,6158,12,658,[1]
112,7166,12,766,[1]
112,8174,12,874,[1]
113,418,13,48,[1]
113,2146,13,246,[1]
113,3163,13,363,[1]
114,343,11,33,[4]
114,2165,14,265,[1]
115,1716,5,76,"[1, 1]"
115,1811,5,81,"[1, 1]"
115,2184,15,284,[1]
117,471,1,4,"[1, 7]"
117,716,1,6,"[1, 7]"
117,2713,1,23,"[1, 7]"
117,7641,1,64,"[1, 7]"
122,621,12,61,[2]
122,2317,2,37,"[1, 2]"
123,626,13,66,[2]
128,386,12,36,[8]
128,783,12,73,[8]
131,1037,1,07,"[1, 3]"
131,3123,1,23,"[1, 3]"
132,231,12,21,[3]
132,3146,2,46,"[1, 3]"
133,317,3,7,"[1, 3]"
133,1237,3,27,"[1, 3]"
133,3815,3,85,"[1, 3]"
135,1631,5,61,"[1, 3]"
136,1737,6,77,"[1, 3]"
136,1832,6,82,"[1, 3]"
137,3273,1,23,"[3, 7]"
141,433,11,33,[4]
142,436,12,36,[4]
142,2403,12,203,[4]
143,242,13,22,[4]
143,341,13,31,[4]
144,443,1,3,"[4, 4]"
144,443,14,43,[4]
144,742,14,72,[4]
144,1141,14,111,[4]
144,2436,14,236,[4]
144,3433,14,333,[4]
144,5426,14,526,[4]
144,6423,14,623,[4]
144,8416,14,816,[4]
145,446,15,46,[4]
145,747,15,77,[4]
145,1148,15,118,[4]
145,2453,15,253,[4]
145,3456,15,356,[4]
145,5463,15,563,[4]
145,6466,15,666,[4]
145,8473,15,873,[4]
146,247,16,27,[4]
146,348,16,38,[4]
147,453,17,53,[4]
147,2486,17,286,[4]
148,456,18,56,[4]
152,5713,2,73,"[1, 5]"
154,253,14,23,[5]
154,352,14,32,[5]
154,451,14,41,[5]
157,1758,7,78,"[1, 5]"
157,1853,7,83,"[1, 5]"
158,486,15,46,[8]
158,1083,15,103,[8]
161,6136,1,36,"[1, 6]"
162,3167,2,37,"[1, 6]"
162,6173,2,73,"[1, 6]"
163,3186,1,18,"[3, 6]"
165,264,15,24,[6]
165,363,15,33,[6]
165,462,15,42,[6]
165,561,15,51,[6]
166,863,16,83,[6]
167,868,17,88,[6]
167,6376,1,36,"[6, 7]"
171,714,1,4,"[1, 7]"
171,746,11,46,[7]
172,718,2,8,"[1, 7]"
172,1173,2,13,"[1, 7]"
172,2174,2,24,"[1, 7]"
172,3175,2,35,"[1, 7]"
172,4176,2,46,"[1, 7]"
172,5177,2,57,"[1, 7]"
172,6178,2,68,"[1, 7]"
172,7817,2,87,"[1, 7]"
173,1673,7,67,"[1, 3]"
173,7413,1,41,"[3, 7]"
174,543,17,53,[4]
174,1278,4,28,"[1, 7]"
174,1371,4,31,"[1, 7]"
175,1378,5,38,"[1, 7]"
176,275,16,25,[7]
176,374,16,34,[7]
176,473,16,43,[7]
176,572,16,52,[7]
176,671,16,61,[7]
176,1517,6,51,"[1, 7]"
176,1573,6,53,"[1, 7]"
177,6746,17,646,[7]
