17,74,1,4,[7]
22,121,2,11,[2]
23,1254,3,154,[2]
33,132,3,12,[3]
33,231,3,21,[3]
37,76,3,6,[7]
37,174,3,14,[7]
37,272,3,22,[7]
43,1402,3,102,[4]
44,143,4,13,[4]
44,242,4,22,[4]
44,341,4,31,[4]
45,1456,5,156,[4]
45,2464,5,264,[4]
45,3472,5,372,[4]
55,154,5,14,[5]
55,253,5,23,[5]
55,352,5,32,[5]
55,451,5,41,[5]
57,274,5,24,[7]
66,165,6,15,[6]
66,264,6,24,[6]
66,363,6,33,[6]
66,462,6,42,[6]
66,561,6,51,[6]
67,3674,7,374,[6]
75,172,5,12,[7]
76,174,6,14,[7]
76,272,6,22,[7]
77,176,7,16,[7]
77,275,7,25,[7]
77,374,7,34,[7]
77,473,7,43,[7]
77,572,7,52,[7]
77,671,7,61,[7]
101,202,11,22,[0]
101,303,11,33,[0]
101,404,11,44,[0]
101,505,11,55,[0]
101,606,11,66,[0]
101,707,11,77,[0]
102,204,12,24,[0]
102,306,12,36,[0]
103,206,13,26,[0]
104,1605,4,65,"[0, 1]"
107,3704,1,34,"[0, 7]"
111,2107,11,207,[1]
111,3106,11,306,[1]
111,4105,11,405,[1]
111,5104,11,504,[1]
111,6103,11,603,[1]
111,7102,11,702,[1]
112,515,12,55,[1]
112,2126,12,226,[1]
112,3134,12,334,[1]
112,4142,12,442,[1]
112,6156,12,656,[1]
112,7164,12,764,[1]
113,2145,13,245,[1]
113,3162,13,362,[1]
113,4177,13,477,[1]
114,2164,14,264,[1]
117,474,11,44,[7]
122,2316,2,36,"[1, 2]"
125,252,1,2,"[2, 5]"
125,524,1,4,"[2, 5]"
125,1522,1,12,"[2, 5]"
125,1626,5,66,"[1, 2]"
132,231,12,21,[3]
133,6314,13,614,[3]
134,636,14,66,[3]
137,276,13,26,[7]
137,344,17,44,[3]
137,574,13,54,[7]
137,1072,13,102,[7]
141,4126,1,26,"[1, 4]"
142,2147,2,27,"[1, 4]"
142,4154,2,54,"[1, 4]"
143,242,13,22,[4]
143,341,13,31,[4]
145,4256,1,26,"[4, 5]"
146,1647,6,67,"[1, 4]"
151,536,11,36,[5]
154,253,14,23,[5]
154,352,14,32,[5]
154,451,14,41,[5]
155,4536,15,436,[5]
155,7524,15,724,[5]
156,757,16,77,[5]
156,1456,5,45,"[1, 6]"
156,4564,16,464,[5]
157,562,17,62,[5]
157,674,15,64,[7]
157,2576,17,276,[5]
161,1065,1,05,"[1, 6]"
161,6134,1,34,"[1, 6]"
161,6315,1,35,"[1, 6]"
162,617,2,7,"[1, 6]"
162,1163,2,13,"[1, 6]"
162,2164,2,24,"[1, 6]"
162,3165,2,35,"[1, 6]"
162,4166,2,46,"[1, 6]"
162,5167,2,57,"[1, 6]"
162,6352,1,35,"[2, 6]"
162,6716,2,76,"[1, 6]"
163,1262,3,22,"[1, 6]"
164,1362,4,32,"[1, 6]"
165,264,15,24,[6]
165,363,15,33,[6]
165,462,15,42,[6]
165,561,15,51,[6]
165,1463,5,43,"[1, 6]"
166,1565,6,55,"[1, 6]"
171,744,11,44,[7]
