13,3213,1,213,[3]
14,424,1,24,[4]
15,53,1,3,[5]
22,121,2,11,[2]
23,1243,3,143,[2]
25,54,2,4,[5]
25,152,2,12,[5]
33,132,3,12,[3]
33,231,3,21,[3]
34,1344,4,144,[3]
34,2352,4,252,[3]
35,153,3,13,[5]
35,543,3,43,[5]
35,2513,3,213,[5]
44,143,4,13,[4]
44,242,4,22,[4]
44,341,4,31,[4]
45,2453,5,253,[4]
52,2212,5,212,[2]
54,152,4,12,[5]
55,154,5,14,[5]
55,253,5,23,[5]
55,352,5,32,[5]
55,451,5,41,[5]
101,202,11,22,[0]
101,303,11,33,[0]
101,404,11,44,[0]
101,505,11,55,[0]
102,204,12,24,[0]
102,2213,10,213,[2]
103,1404,3,44,"[0, 1]"
105,2503,1,23,"[0, 5]"
105,5043,1,43,"[0, 5]"
111,2105,11,205,[1]
111,3104,11,304,[1]
111,4103,11,403,[1]
111,5102,11,502,[1]
112,414,12,44,[1]
112,2124,12,224,[1]
112,3132,12,332,[1]
112,5144,12,544,[1]
113,2143,13,243,[1]
114,1412,1,12,"[1, 4]"
114,4132,1,32,"[1, 4]"
115,353,11,33,[5]
115,1543,11,143,[5]
115,5513,11,513,[5]
122,2314,2,34,"[1, 2]"
124,1154,2,15,"[1, 4]"
124,1425,4,45,"[1, 2]"
125,254,12,24,[5]
125,552,12,52,[5]
125,1544,12,144,[5]
125,3532,12,332,[5]
125,4524,12,424,[5]
132,231,12,21,[3]
132,3212,1,21,"[2, 3]"
133,5313,13,513,[3]
134,535,14,55,[3]
134,3343,14,343,[3]
135,453,13,43,[5]
141,1044,1,04,"[1, 4]"
141,4123,1,23,"[1, 4]"
141,4304,11,304,[4]
142,415,2,5,"[1, 4]"
142,1143,2,13,"[1, 4]"
142,2144,2,24,"[1, 4]"
142,3145,2,35,"[1, 4]"
142,4332,12,332,[4]
142,4514,2,54,"[1, 4]"
143,242,13,22,[4]
143,341,13,31,[4]
143,1243,3,23,"[1, 4]"
144,1344,4,34,"[1, 4]"
144,4424,1,24,"[4, 4]"
144,4424,14,424,[4]
145,4452,15,452,[4]
151,533,11,33,[5]
153,543,13,43,[5]
153,1215,3,21,"[1, 5]"
153,2513,13,213,[5]
154,253,14,23,[5]
154,352,14,32,[5]
154,451,14,41,[5]
155,354,15,34,[5]
155,553,1,3,"[5, 5]"
155,553,15,53,[5]
155,1152,15,112,[5]
155,1351,15,131,[5]
155,2543,15,243,[5]
155,4533,15,433,[5]
201,402,21,42,[0]
201,1003,21,103,[0]
201,1204,21,124,[0]
201,1405,21,145,[0]
201,3013,21,313,[0]
201,5023,21,523,[0]
202,303,22,33,[0]
202,404,22,44,[0]
202,505,22,55,[0]
203,532,20,52,[3]
203,1013,23,113,[0]
203,3043,23,343,[0]
204,443,20,43,[4]
205,1023,25,123,[0]
205,2504,2,24,"[0, 5]"
213,3213,1,13,"[2, 3]"
214,541,2,5,"[1, 4]"
214,1413,2,13,"[1, 4]"
215,1053,21,103,[5]
222,1221,2,11,"[2, 2]"
222,1221,22,121,[2]
