1f6,13ff,6,3f,"[1, f]"
1f6,14f1,6,41,"[1, f]"
1f8,15fb,8,5b,"[1, f]"
1fa,17fb,a,7b,"[1, f]"
1fb,19f1,b,91,"[1, f]"
1fb,f81b,1,81,"[b, f]"
1fc,19ff,c,9f,"[1, f]"
1fc,1af4,c,a4,"[1, f]"
1fd,1bf8,d,b8,"[1, f]"
1fe,2fd,1e,2d,[f]
1fe,3fc,1e,3c,[f]
1fe,4fb,1e,4b,[f]
1fe,5fa,1e,5a,[f]
1fe,6f9,1e,69,[f]
1fe,7f8,1e,78,[f]
1fe,8f7,1e,87,[f]
1fe,9f6,1e,96,[f]
1fe,af5,1e,a5,[f]
1fe,bf4,1e,b4,[f]
1fe,cf3,1e,c3,[f]
1fe,df2,1e,d2,[f]
1fe,ef1,1e,e1,[f]
1fe,1cfd,e,cd,"[1, f]"
1fe,1df3,e,d3,"[1, f]"
1fg,1gf8,g,g8,"[1, f]"
1g2,b1g7,2,b7,"[1, g]"
1g7,2g2,17,22,[g]
1g9,2g5,19,25,[g]
1g9,3g1,19,31,[g]
1ga,3g3,1a,33,[g]
1gb,2g8,1b,28,[g]
1gb,3g5,1b,35,[g]
1gb,4g2,1b,42,[g]
1gc,3g7,1c,37,[g]
1gc,5g2,1c,52,[g]
1gd,2gb,1d,2b,[g]
1gd,3g9,1d,39,[g]
1gd,4g7,1d,47,[g]
1gd,5g5,1d,55,[g]
1gd,6g3,1d,63,[g]
1gd,7g1,1d,71,[g]
1ge,3gb,1e,3b,[g]
1ge,5g8,1e,58,[g]
1ge,7g5,1e,75,[g]
1ge,9g2,1e,92,[g]
1gf,2ge,1f,2e,[g]
1gf,3gd,1f,3d,[g]
1gf,4gc,1f,4c,[g]
1gf,5gb,1f,5b,[g]
1gf,6ga,1f,6a,[g]
1gf,7g9,1f,79,[g]
1gf,8g8,1f,88,[g]
1gf,9g7,1f,97,[g]
1gf,ag6,1f,a6,[g]
1gf,bg5,1f,b5,[g]
1gf,cg4,1f,c4,[g]
1gf,dg3,1f,d3,[g]
1gf,eg2,1f,e2,[g]
1gf,fg1,1f,f1,[g]
1gg,3gf,1g,3f,[g]
1gg,5ge,1g,5e,[g]
1gg,7gd,1g,7d,[g]
1gg,9gc,1g,9c,[g]
1gg,bgb,1g,bb,[g]
1gg,dga,1g,da,[g]
1gg,fg9,1g,f9,[g]
1gg,10g8,1g,108,[g]
1gg,12g7,1g,127,[g]
1gg,14g6,1g,146,[g]
1gg,16g5,1g,165,[g]
1gg,18g4,1g,184,[g]
1gg,1ag3,1g,1a3,[g]
1gg,1cg2,1g,1c2,[g]
1gg,1eg1,1g,1e1,[g]
201,402,21,42,[0]
201,603,21,63,[0]
201,804,21,84,[0]
201,a05,21,a5,[0]
201,c06,21,c6,[0]
201,e07,21,e7,[0]
201,g08,21,g8,[0]
201,1109,21,119,[0]
201,130a,21,13a,[0]
201,150b,21,15b,[0]
201,170c,21,17c,[0]
201,190d,21,19d,[0]
201,1b0e,21,1be,[0]
201,1d0f,21,1df,[0]
201,1f0g,21,1fg,[0]
202,303,22,33,[0]
202,404,22,44,[0]
202,505,22,55,[0]
202,606,22,66,[0]
202,707,22,77,[0]
202,808,22,88,[0]
202,909,22,99,[0]
202,a0a,22,aa,[0]
202,b0b,22,bb,[0]
202,c0c,22,cc,[0]
202,d0d,22,dd,[0]
202,e0e,22,ee,[0]
202,f0f,22,ff,[0]
202,g0g,22,gg,[0]
203,406,23,46,[0]
203,609,23,69,[0]
203,80c,23,8c,[0]
203,a0f,23,af,[0]
204,306,24,36,[0]
204,408,24,48,[0]
204,50a,24,5a,[0]
204,60c,24,6c,[0]
204,70e,24,7e,[0]
204,80g,24,8g,[0]
205,40a,25,4a,[0]
205,60f,25,6f,[0]
206,309,26,39,[0]
206,40c,26,4c,[0]
206,50f,26,5f,[0]
207,40e,27,4e,[0]
208,30c,28,3c,[0]
208,40g,28,4g,[0]
20a,30f,2a,3f,[0]
212,d17,22,d7,[1]
212,171c,22,17c,[1]
217,a71,2,a,"[1, 7]"
217,1423,7,43,"[1, 2]"
21f,gf1,2,g,"[1, f]"
21f,1c23,f,c3,"[1, 2]"
21g,1208,1g,108,[2]
221,1219,21,119,[2]
221,3208,21,308,[2]
222,1221,2,11,"[2, 2]"
222,1221,22,121,[2]
222,321g,22,31g,[2]
222,421f,22,41f,[2]
222,521e,22,51e,[2]
222,621d,22,61d,[2]
222,721c,22,71c,[2]
222,821b,22,81b,[2]
222,921a,22,91a,[2]
222,a219,22,a19,[2]
222,b218,22,b18,[2]
222,c217,22,c17,[2]
222,d216,22,d16,[2]
222,e215,22,e15,[2]
222,f214,22,f14,[2]
222,g213,22,g13,[2]
223,122a,3,1a,"[2, 2]"
223,122a,23,12a,[2]
223,3237,23,337,[2]
223,423e,23,43e,[2]
223,5244,23,544,[2]
223,624b,23,64b,[2]
223,7251,23,751,[2]
223,8258,23,858,[2]
223,925f,23,95f,[2]
223,a265,23,a65,[2]
223,b26c,23,b6c,[2]
223,c272,23,c72,[2]
223,d279,23,d79,[2]
223,e27g,23,e7g,[2]
223,f286,23,f86,[2]
223,g28d,23,g8d,[2]
224,1232,24,132,[2]
224,324f,24,34f,[2]
224,425d,24,45d,[2]
224,526b,24,56b,[2]
224,6279,24,679,[2]
224,7287,24,787,[2]
224,8295,24,895,[2]
224,92a3,24,9a3,[2]
224,a2b1,24,ab1,[2]
224,b2bg,24,bbg,[2]
224,c2ce,24,cce,[2]
224,d2dc,24,ddc,[2]
224,e2ea,24,eea,[2]
224,f2f8,24,ff8,[2]
224,g2g6,24,gg6,[2]
225,123b,25,13b,[2]
225,3266,25,366,[2]
225,427c,25,47c,[2]
225,5291,25,591,[2]
225,62a7,25,6a7,[2]
225,72bd,25,7bd,[2]
225,82d2,25,8d2,[2]
225,92e8,25,9e8,[2]
225,a2fe,25,afe,[2]
226,1243,26,143,[2]
226,327e,26,37e,[2]
226,429b,26,49b,[2]
226,52b8,26,5b8,[2]
226,62d5,26,6d5,[2]
226,72f2,26,7f2,[2]
226,82gg,26,8gg,[2]
227,124c,27,14c,[2]
227,3295,27,395,[2]
227,42ba,27,4ba,[2]
227,52df,27,5df,[2]
227,62g3,27,6g3,[2]
228,1254,28,154,[2]
228,32ad,28,3ad,[2]
228,42d9,28,4d9,[2]
228,52g5,28,5g5,[2]
229,125d,29,15d,[2]
229,2a2f,9,af,"[2, 2]"
229,2b22,9,b2,"[2, 2]"
229,32c4,29,3c4,[2]
229,42f8,29,4f8,[2]
22a,1265,2a,165,[2]
22a,32dc,2a,3dc,[2]
22b,126e,2b,16e,[2]
22b,32f3,2b,3f3,[2]
22c,1276,2c,176,[2]
22c,32gb,2c,3gb,[2]
22d,127f,2d,17f,[2]
22e,ae2,2,a,"[2, e]"
22e,1287,2e,187,[2]
22f,128g,2f,18g,[2]
22g,1298,2g,198,[2]
231,12a9,31,1a9,[2]
232,12b1,32,1b1,[2]
233,12ba,33,1ba,[2]
234,12c2,34,1c2,[2]
235,12cb,35,1cb,[2]
236,93f,26,9f,[3]
236,12d3,36,1d3,[2]
237,12dc,37,1dc,[2]
238,12e4,38,1e4,[2]
239,12ed,39,1ed,[2]
23a,12f5,3a,1f5,[2]
23b,12fe,3b,1fe,[2]
23c,12g6,3c,1g6,[2]
23d,7d3,2,7,"[3, d]"
23d,12gf,3d,1gf,[2]
23d,3d73,2,37,"[3, d]"
242,341,22,31,[4]
244,b43,24,b3,[4]
244,1342,24,132,[4]
244,1c41,24,1c1,[4]
245,546,25,56,[4]
245,847,25,87,[4]
245,b48,25,b8,[4]
245,e49,25,e9,[4]
245,104a,25,10a,[4]
245,134b,25,13b,[4]
245,164c,25,16c,[4]
245,194d,25,19d,[4]
245,1c4e,25,1ce,[4]
245,1f4f,25,1ff,[4]
245,214g,25,21g,[4]
246,b4d,26,bd,[4]
248,54d,28,5d,[4]
24b,34e,2b,3e,[4]
253,352,23,32,[5]
253,451,23,41,[5]
25b,4b5,2,4,"[5, b]"
25b,152b,2,12,"[5, b]"
262,216d,2,1d,"[2, 6]"
264,363,24,33,[6]
264,462,24,42,[6]
264,561,24,51,[6]
265,62d,5,d,"[2, 6]"
265,246d,5,4d,"[2, 6]"
265,6e27,5,e7,"[2, 6]"
266,1463,26,143,[6]
267,146c,27,14c,[6]
26a,2a6g,a,ag,"[2, 6]"
26a,2b63,a,b3,"[2, 6]"
26d,2g61,d,g1,"[2, 6]"
275,374,25,34,[7]
275,473,25,43,[7]
275,572,25,52,[7]
275,671,25,61,[7]
278,f7b,28,fb,[7]
278,1b7e,28,1be,[7]
286,385,26,35,[8]
286,484,26,44,[8]
286,583,26,53,[8]
286,682,26,62,[8]
286,781,26,71,[8]
287,784,27,74,[8]
287,c81,27,c1,[8]
288,787,28,77,[8]
288,c86,28,c6,[8]
288,1085,28,105,[8]
288,1584,28,154,[8]
288,1a83,28,1a3,[8]
288,1f82,28,1f2,[8]
288,2381,28,231,[8]
289,78a,29,7a,[8]
289,c8b,29,cb,[8]
289,108c,29,10c,[8]
289,158d,29,15d,[8]
289,1a8e,29,1ae,[8]
289,1f8f,29,1ff,[8]
289,238g,29,23g,[8]
28a,78d,2a,7d,[8]
28a,c8g,2a,cg,[8]
28b,38c,2b,3c,[8]
28b,48d,2b,4d,[8]
28b,58e,2b,5e,[8]
28b,68f,2b,6f,[8]
28b,78g,2b,7g,[8]
297,396,27,36,[9]
297,495,27,45,[9]
297,594,27,54,[9]
297,693,27,63,[9]
297,792,27,72,[9]
297,891,27,81,[9]
2a8,3a7,28,37,[a]
2a8,4a6,28,46,[a]
2a8,5a5,28,55,[a]
2a8,6a4,28,64,[a]
2a8,7a3,28,73,[a]
2a8,8a2,28,82,[a]
2a8,9a1,28,91,[a]
2aa,16a5,2a,165,[a]
2ab,9ac,2b,9c,[a]
2ab,gad,2b,gd,[a]
2ab,16ae,2b,16e,[a]
2ab,1daf,2b,1df,[a]
2ab,23ag,2b,23g,[a]
2ab,2ba4,b,b4,"[2, a]"
2b3,52be,3,5e,"[2, b]"
2b9,3b8,29,38,[b]
2b9,4b7,29,47,[b]
2b9,5b6,29,56,[b]
2b9,6b5,29,65,[b]
2b9,7b4,29,74,[b]
2b9,8b3,29,83,[b]
2b9,9b2,29,92,[b]
2b9,ab1,29,a1,[b]
2ca,3c9,2a,39,[c]
2ca,4c8,2a,48,[c]
2ca,5c7,2a,57,[c]
2ca,6c6,2a,66,[c]
2ca,7c5,2a,75,[c]
2ca,8c4,2a,84,[c]
2ca,9c3,2a,93,[c]
2ca,ac2,2a,a2,[c]
2ca,bc1,2a,b1,[c]
2cb,dc4,2b,d4,[c]
2cc,dc9,2c,d9,[c]
2cc,17c6,2c,176,[c]
2cc,21c3,2c,213,[c]
2cd,dce,2d,de,[c]
2cd,17cf,2d,17f,[c]
2cd,21cg,2d,21g,[c]
2db,3da,2b,3a,[d]
2db,4d9,2b,49,[d]
2db,5d8,2b,58,[d]
2db,6d7,2b,67,[d]
2db,7d6,2b,76,[d]
2db,8d5,2b,85,[d]
2db,9d4,2b,94,[d]
2db,ad3,2b,a3,[d]
2db,bd2,2b,b2,[d]
2db,cd1,2b,c1,[d]
2de,10df,2e,10f,[d]
2de,1fdg,2e,1fg,[d]
2e1,e25,1,5,"[2, e]"
2e1,e521,1,51,"[2, e]"
2e2,e2a,2,a,"[2, e]"
2e2,1e25,2,15,"[2, e]"
2e3,e2f,3,f,"[2, e]"
2e3,12e4,3,14,"[2, e]"
2e3,1e2g,3,1g,"[2, e]"
2e3,22e5,3,25,"[2, e]"
2e3,32e6,3,36,"[2, e]"
2e3,42e7,3,47,"[2, e]"
2e3,52e8,3,58,"[2, e]"
2e3,62e9,3,69,"[2, e]"
2e3,72ea,3,7a,"[2, e]"
2e3,82eb,3,8b,"[2, e]"
2e3,92ec,3,9c,"[2, e]"
2e3,a2ed,3,ad,"[2, e]"
2e3,b2ee,3,be,"[2, e]"
2e3,c2ef,3,cf,"[2, e]"
2e3,d2eg,3,dg,"[2, e]"
2e3,ef2d,3,fd,"[2, e]"
2e4,12eb,4,1b,"[2, e]"
2e6,24ee,6,4e,"[2, e]"
2e7,25ed,7,5d,"[2, e]"
2e9,27ed,9,7d,"[2, e]"
2ea,28ee,a,8e,"[2, e]"
2ec,3eb,2c,3b,[e]
2ec,4ea,2c,4a,[e]
2ec,5e9,2c,59,[e]
2ec,6e8,2c,68,[e]
2ec,7e7,2c,77,[e]
2ec,8e6,2c,86,[e]
2ec,9e5,2c,95,[e]
2ec,ae4,2c,a4,[e]
2ec,be3,2c,b3,[e]
2ec,ce2,2c,c2,[e]
2ec,de1,2c,d1,[e]
2ec,2be5,c,b5,"[2, e]"
2ee,18e7,2e,187,[e]
2ef,18eg,2f,18g,[e]
2ef,2fe5,f,f5,"[2, e]"
2fd,3fc,2d,3c,[f]
2fd,4fb,2d,4b,[f]
2fd,5fa,2d,5a,[f]
2fd,6f9,2d,69,[f]
2fd,7f8,2d,78,[f]
2fd,8f7,2d,87,[f]
2fd,9f6,2d,96,[f]
2fd,af5,2d,a5,[f]
2fd,bf4,2d,b4,[f]
2fd,cf3,2d,c3,[f]
2fd,df2,2d,d2,[f]
2fd,ef1,2d,e1,[f]
2g5,3g1,25,31,[g]
2g8,3g5,28,35,[g]
2g8,4g2,28,42,[g]
2g9,5g1,29,51,[g]
2ga,5g3,2a,53,[g]
2gb,3g9,2b,39,[g]
2gb,4g7,2b,47,[g]
2gb,5g5,2b,55,[g]
2gb,6g3,2b,63,[g]
2gb,7g1,2b,71,[g]
2gc,5g7,2c,57,[g]
2gc,8g2,2c,82,[g]
2gd,5g9,2d,59,[g]
2gd,8g5,2d,85,[g]
2gd,bg1,2d,b1,[g]
2ge,3gd,2e,3d,[g]
2ge,4gc,2e,4c,[g]
